surveyid;qidx;question;finished;audio-counter;audio-file;reliable;kompetent;credible;sympatic;dialect;pleasant;natural;liked;aigen;easyunterrstand;uncomplicated;informed;attention;reliable-counter;kompetent-counter;credible-counter;sympatic-counter;dialect-counter;pleasant-counter;natural-counter;liked-counter;aigen-counter;easyunterrstand-counter;uncomplicated-counter;informed-counter;attention-counter;surveyid;created;questions;complete;age;dv;dr;email;Male;Female;Vorarlberg;Swiss;StandardGerman;age_r;participant_region;participant_country;speaker_region;reliable_n;kompetent_N;credible_n;sympatic_n;dialect_n;pleasant_n;natural_n;liked_n;aigen_n;easyunterrstand_n;uncomplicated_n;informed_n;attention_n
ECYCoER7vYtMEV_xdbRMAPVjZ5ItpnXKta3RH2uk;1;N04;2025-12-12 21:15:20;1;n04_sttall_m_v2.mp3;reliable-5;kompetent-5;credible-3;sympatic-5;dialect-2;pleasant-2;natural-2;liked-4;aigen-7;easyunterrstand-6;uncomplicated-6;informed-2;attention-4;1;1;2;1;2;1;1;0;2;2;1;1;0;ECYCoER7vYtMEV_xdbRMAPVjZ5ItpnXKta3RH2uk;2025-12-12 21:13:52;"[""N04"",""Q01"",""N01""]";1;age-2;dv-6;bw;;1;;;1;;21 - 40;Baden-W�rttemberg;DE;Schweiz;4;4;2;4;1;1;1;3;6;5;5;1;3
ECYCoER7vYtMEV_xdbRMAPVjZ5ItpnXKta3RH2uk;2;Q01;2025-12-12 21:15:56;1;q01_kartoffel_f.mp3;reliable-1;kompetent-1;credible-1;sympatic-1;dialect-1;pleasant-1;natural-1;liked-1;aigen-7;easyunterrstand-7;uncomplicated-7;informed-2;attention-4;1;1;1;1;1;1;1;1;2;1;1;1;0;ECYCoER7vYtMEV_xdbRMAPVjZ5ItpnXKta3RH2uk;2025-12-12 21:13:52;"[""N04"",""Q01"",""N01""]";1;age-2;dv-6;bw;;;1;;;1;21 - 40;Baden-W�rttemberg;DE;Hochdeutsch;0;0;0;0;0;0;0;0;6;6;6;1;3
ECYCoER7vYtMEV_xdbRMAPVjZ5ItpnXKta3RH2uk;3;N01;2025-12-12 21:16:31;1;n01_kartoffel_f.mp3;reliable-1;kompetent-1;credible-1;sympatic-1;dialect-1;pleasant-2;natural-1;liked-1;aigen-7;easyunterrstand-3;uncomplicated-7;informed-3;attention-4;1;1;1;1;1;1;1;1;2;2;2;1;0;ECYCoER7vYtMEV_xdbRMAPVjZ5ItpnXKta3RH2uk;2025-12-12 21:13:52;"[""N04"",""Q01"",""N01""]";1;age-2;dv-6;bw;;;1;;;1;21 - 40;Baden-W�rttemberg;DE;Hochdeutsch;0;0;0;0;0;1;0;0;6;2;6;2;3
eCyZisaFHrBcM5WZhTaCa5-Qz4sDVxyrYHgchn2O;1;N01;2025-12-12 21:20:50;0;n01_kartoffel_f.mp3;reliable-6;kompetent-5;credible-6;sympatic-5;dialect-6;pleasant-6;natural-6;liked-5;aigen-5;easyunterrstand-6;uncomplicated-6;informed-6;attention-6;1;1;1;3;1;1;1;1;1;1;1;1;1;eCyZisaFHrBcM5WZhTaCa5-Qz4sDVxyrYHgchn2O;2025-12-12 21:19:31;"[""N01"",""N04"",""Q01""]";1;age-2;dv-6;null;;;1;;;1;21 - 40;Ich m�chte nicht antworten.;null;Hochdeutsch;5;4;5;4;5;5;5;4;4;5;5;5;5
eCyZisaFHrBcM5WZhTaCa5-Qz4sDVxyrYHgchn2O;2;N04;2025-12-12 21:21:21;0;n04_sttall_m_v2.mp3;reliable-6;kompetent-6;credible-6;sympatic-6;dialect-5;pleasant-6;natural-6;liked-6;aigen-5;easyunterrstand-6;uncomplicated-6;informed-5;attention-4;1;1;1;1;2;1;1;1;1;1;1;1;0;eCyZisaFHrBcM5WZhTaCa5-Qz4sDVxyrYHgchn2O;2025-12-12 21:19:31;"[""N01"",""N04"",""Q01""]";1;age-2;dv-6;null;;1;;;1;;21 - 40;Ich m�chte nicht antworten.;null;Schweiz;5;5;5;5;4;5;5;5;4;5;5;4;3
eCyZisaFHrBcM5WZhTaCa5-Qz4sDVxyrYHgchn2O;3;Q01;2025-12-12 21:21:37;0;q01_kartoffel_m.mp3;reliable-6;kompetent-6;credible-6;sympatic-6;dialect-5;pleasant-6;natural-6;liked-6;aigen-5;easyunterrstand-6;uncomplicated-6;informed-6;attention-6;1;1;1;1;1;1;1;1;2;1;1;1;1;eCyZisaFHrBcM5WZhTaCa5-Qz4sDVxyrYHgchn2O;2025-12-12 21:19:31;"[""N01"",""N04"",""Q01""]";1;age-2;dv-6;null;;1;;;;1;21 - 40;Ich m�chte nicht antworten.;null;Hochdeutsch;5;5;5;5;4;5;5;5;4;5;5;5;5
efKfGHG9CWdXNO54-gSKCp1nOkyJ2C4s8vBHQJ-9;1;N04;2026-02-19 13:28:12;1;n04_sttall_m_v2.mp3;reliable-3;kompetent-4;credible-4;sympatic-3;dialect-6;pleasant-3;natural-4;liked-2;aigen-1;easyunterrstand-3;uncomplicated-4;informed-3;attention-6;1;0;0;1;2;1;1;1;2;1;0;1;1;efKfGHG9CWdXNO54-gSKCp1nOkyJ2C4s8vBHQJ-9;2026-02-19 13:26:25;"[""N04"",""Q01"",""N01""]";1;age-4;dv-4;other;;1;;;1;;61 - 80;Sonstiges;ot;Schweiz;2;3;3;2;5;2;3;1;0;2;3;2;5
efKfGHG9CWdXNO54-gSKCp1nOkyJ2C4s8vBHQJ-9;2;Q01;2026-02-19 13:29:05;1;q01_sttall_m.mp3;reliable-6;kompetent-6;credible-6;sympatic-4;dialect-7;pleasant-6;natural-6;liked-1;aigen-6;easyunterrstand-2;uncomplicated-5;informed-2;attention-4;1;1;1;0;1;1;1;2;1;1;1;1;0;efKfGHG9CWdXNO54-gSKCp1nOkyJ2C4s8vBHQJ-9;2026-02-19 13:26:25;"[""N04"",""Q01"",""N01""]";1;age-4;dv-4;other;;1;;;1;;61 - 80;Sonstiges;ot;Schweiz;5;5;5;3;6;5;5;0;5;1;4;1;3
efKfGHG9CWdXNO54-gSKCp1nOkyJ2C4s8vBHQJ-9;3;N01;2026-02-19 13:29:51;1;n01_vorarlbb_f_v2.mp3;reliable-3;kompetent-2;credible-2;sympatic-2;dialect-2;pleasant-2;natural-2;liked-1;aigen-7;easyunterrstand-2;uncomplicated-2;informed-2;attention-4;1;1;1;1;1;1;1;1;1;1;1;1;0;efKfGHG9CWdXNO54-gSKCp1nOkyJ2C4s8vBHQJ-9;2026-02-19 13:26:25;"[""N04"",""Q01"",""N01""]";1;age-4;dv-4;other;;;1;1;;;61 - 80;Sonstiges;ot;Vorarlberg;2;1;1;1;1;1;1;0;6;1;1;1;3
EjNllP0XMdGjUYeQp83a2aSPTH-ydjKdP4jkqh-9;1;N04;2026-02-24 22:10:28;1;n04_sttall_f_v2.mp3;reliable-4;kompetent-5;credible-5;sympatic-6;dialect-2;pleasant-5;natural-3;liked-5;aigen-7;easyunterrstand-6;uncomplicated-6;informed-5;attention-3;0;1;1;1;1;1;1;1;1;1;1;2;1;EjNllP0XMdGjUYeQp83a2aSPTH-ydjKdP4jkqh-9;2026-02-24 22:08:55;"[""N04"",""N01"",""Q01""]";1;age-3;dv-7;bw;;;1;;1;;41 - 60;Baden-W�rttemberg;DE;Schweiz;3;4;4;5;1;4;2;4;6;5;5;4;2
EjNllP0XMdGjUYeQp83a2aSPTH-ydjKdP4jkqh-9;2;N01;2026-02-24 22:11:29;1;n01_vorarlbb_m_v2.mp3;reliable-5;kompetent-5;credible-5;sympatic-5;dialect-3;pleasant-5;natural-2;liked-5;aigen-7;easyunterrstand-5;uncomplicated-5;informed-5;attention-3;1;1;1;1;2;1;1;1;1;1;1;1;1;EjNllP0XMdGjUYeQp83a2aSPTH-ydjKdP4jkqh-9;2026-02-24 22:08:55;"[""N04"",""N01"",""Q01""]";1;age-3;dv-7;bw;;1;;1;;;41 - 60;Baden-W�rttemberg;DE;Vorarlberg;4;4;4;4;2;4;1;4;6;4;4;4;2
EjNllP0XMdGjUYeQp83a2aSPTH-ydjKdP4jkqh-9;3;Q01;2026-02-24 22:12:22;1;q01_sttall_m.mp3;reliable-5;kompetent-5;credible-5;sympatic-5;dialect-4;pleasant-3;natural-3;liked-4;aigen-7;easyunterrstand-5;uncomplicated-5;informed-5;attention-3;1;1;1;1;0;1;1;0;1;1;1;1;2;EjNllP0XMdGjUYeQp83a2aSPTH-ydjKdP4jkqh-9;2026-02-24 22:08:55;"[""N04"",""N01"",""Q01""]";1;age-3;dv-7;bw;;1;;;1;;41 - 60;Baden-W�rttemberg;DE;Schweiz;4;4;4;4;3;2;2;3;6;4;4;4;2
fKmLwukvmaVeLLJ9KDmttD8CVatsp6vvpQ5mwBAi;1;Q01;2026-02-22 08:04:00;1;q01_kartoffel_f.mp3;reliable-2;kompetent-2;credible-2;sympatic-2;dialect-1;pleasant-3;natural-1;liked-3;aigen-7;easyunterrstand-5;uncomplicated-7;informed-3;attention-4;1;1;1;1;1;1;1;1;1;1;1;1;0;fKmLwukvmaVeLLJ9KDmttD8CVatsp6vvpQ5mwBAi;2026-02-22 08:02:39;"[""Q01"",""N04"",""N01""]";1;age-3;dv-7;by;;;1;;;1;41 - 60;Bayern;DE;Hochdeutsch;1;1;1;1;0;2;0;2;6;4;6;2;3
fKmLwukvmaVeLLJ9KDmttD8CVatsp6vvpQ5mwBAi;2;N04;2026-02-22 08:04:52;1;n04_sttall_f_v2.mp3;reliable-7;kompetent-7;credible-7;sympatic-7;dialect-7;pleasant-5;natural-7;liked-5;aigen-1;easyunterrstand-5;uncomplicated-7;informed-5;attention-5;1;1;1;1;1;1;1;1;1;1;1;1;1;fKmLwukvmaVeLLJ9KDmttD8CVatsp6vvpQ5mwBAi;2026-02-22 08:02:39;"[""Q01"",""N04"",""N01""]";1;age-3;dv-7;by;;;1;;1;;41 - 60;Bayern;DE;Schweiz;6;6;6;6;6;4;6;4;0;4;6;4;4
fKmLwukvmaVeLLJ9KDmttD8CVatsp6vvpQ5mwBAi;3;N01;2026-02-22 08:05:39;1;n01_vorarlbb_m_v2.mp3;reliable-5;kompetent-5;credible-5;sympatic-5;dialect-6;pleasant-5;natural-7;liked-5;aigen-1;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;2;1;1;2;1;1;1;1;1;1;fKmLwukvmaVeLLJ9KDmttD8CVatsp6vvpQ5mwBAi;2026-02-22 08:02:39;"[""Q01"",""N04"",""N01""]";1;age-3;dv-7;by;;1;;1;;;41 - 60;Bayern;DE;Vorarlberg;4;4;4;4;5;4;6;4;0;6;6;6;6
FOR5Pych0S5dp9Nyr5pLxcKzMOYYhkuy0wVFamjw;1;N01;2026-02-25 20:04:38;1;n01_sttall_m.mp3;reliable-6;kompetent-7;credible-7;sympatic-7;dialect-4;pleasant-7;natural-7;liked-7;aigen-4;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;2;1;1;1;0;1;1;1;0;1;1;1;1;FOR5Pych0S5dp9Nyr5pLxcKzMOYYhkuy0wVFamjw;2026-02-25 20:03:16;"[""N01"",""N04"",""Q01""]";1;age-3;dv-7;vbg;;1;;;1;;41 - 60;Vorarlberg;AT;Schweiz;5;6;6;6;3;6;6;6;3;6;6;6;6
FOR5Pych0S5dp9Nyr5pLxcKzMOYYhkuy0wVFamjw;2;N04;2026-02-25 20:05:31;1;n04_sttall_f_v2.mp3;reliable-7;kompetent-7;credible-7;sympatic-7;dialect-6;pleasant-6;natural-6;liked-7;aigen-4;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;2;1;1;1;0;1;1;1;1;FOR5Pych0S5dp9Nyr5pLxcKzMOYYhkuy0wVFamjw;2026-02-25 20:03:16;"[""N01"",""N04"",""Q01""]";1;age-3;dv-7;vbg;;;1;;1;;41 - 60;Vorarlberg;AT;Schweiz;6;6;6;6;5;5;5;6;3;6;6;6;6
FOR5Pych0S5dp9Nyr5pLxcKzMOYYhkuy0wVFamjw;3;Q01;2026-02-25 20:06:23;1;q01_kartoffel_m.mp3;reliable-4;kompetent-2;credible-3;sympatic-1;dialect-4;pleasant-2;natural-1;liked-1;aigen-6;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;0;1;1;1;0;1;1;1;1;1;1;1;1;FOR5Pych0S5dp9Nyr5pLxcKzMOYYhkuy0wVFamjw;2026-02-25 20:03:16;"[""N01"",""N04"",""Q01""]";1;age-3;dv-7;vbg;;1;;;;1;41 - 60;Vorarlberg;AT;Hochdeutsch;3;1;2;0;3;1;0;0;5;6;6;6;6
FqW7f_rt2ivhQ5-1pL8f9ZcyTr3UeyD-zHCkVcL-;1;N01;2026-02-21 22:32:01;1;n01_vorarlbb_f_v2.mp3;reliable-7;kompetent-7;credible-7;sympatic-7;dialect-7;pleasant-7;natural-7;liked-7;aigen-1;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;2;2;2;2;2;2;2;2;3;1;1;1;1;FqW7f_rt2ivhQ5-1pL8f9ZcyTr3UeyD-zHCkVcL-;2026-02-21 22:29:57;"[""N01"",""N04"",""Q01""]";1;age-3;dv-7;vbg;;;1;1;;;41 - 60;Vorarlberg;AT;Vorarlberg;6;6;6;6;6;6;6;6;0;6;6;6;6
FqW7f_rt2ivhQ5-1pL8f9ZcyTr3UeyD-zHCkVcL-;2;N04;2026-02-21 22:33:23;1;n04_sttall_f_v2.mp3;reliable-7;kompetent-7;credible-7;sympatic-7;dialect-7;pleasant-7;natural-7;liked-7;aigen-1;easyunterrstand-5;uncomplicated-5;informed-5;attention-7;1;1;1;1;1;1;1;1;1;4;2;1;2;FqW7f_rt2ivhQ5-1pL8f9ZcyTr3UeyD-zHCkVcL-;2026-02-21 22:29:57;"[""N01"",""N04"",""Q01""]";1;age-3;dv-7;vbg;;;1;;1;;41 - 60;Vorarlberg;AT;Schweiz;6;6;6;6;6;6;6;6;0;4;4;4;6
FqW7f_rt2ivhQ5-1pL8f9ZcyTr3UeyD-zHCkVcL-;3;Q01;2026-02-21 22:34:32;2;q01_vorarlbb_f_v3.mp3;reliable-7;kompetent-7;credible-7;sympatic-7;dialect-7;pleasant-7;natural-7;liked-7;aigen-1;easyunterrstand-6;uncomplicated-6;informed-7;attention-7;1;1;1;1;1;1;1;1;1;1;1;1;1;FqW7f_rt2ivhQ5-1pL8f9ZcyTr3UeyD-zHCkVcL-;2026-02-21 22:29:57;"[""N01"",""N04"",""Q01""]";1;age-3;dv-7;vbg;;1;;1;;;41 - 60;Vorarlberg;AT;Vorarlberg;6;6;6;6;6;6;6;6;0;5;5;6;6
Fu_wZl1arLD-Ei1uCItah1ADQ6oqofL-TI4cj3sc;1;N04;2025-11-28 18:56:47;1;n04_vorarlbb_f_v3.mp3;reliable-6;kompetent-7;credible-7;sympatic-7;dialect-2;pleasant-7;natural-3;liked-6;aigen-1;easyunterrstand-6;uncomplicated-4;informed-3;attention-6;1;1;1;1;1;1;1;1;1;1;0;1;1;Fu_wZl1arLD-Ei1uCItah1ADQ6oqofL-TI4cj3sc;2025-11-28 18:55:03;"[""N04"",""N01"",""Q01""]";1;age-3;dv-6;by;;;1;1;;;41 - 60;Bayern;DE;Vorarlberg;5;6;6;6;1;6;2;5;0;5;3;2;5
Fu_wZl1arLD-Ei1uCItah1ADQ6oqofL-TI4cj3sc;2;N01;2025-11-28 18:57:55;1;n01_vorarlbb_f_v2.mp3;reliable-6;kompetent-7;credible-6;sympatic-7;dialect-3;pleasant-7;natural-7;liked-7;aigen-1;easyunterrstand-3;uncomplicated-6;informed-6;attention-7;1;1;1;1;1;1;1;1;2;1;1;1;1;Fu_wZl1arLD-Ei1uCItah1ADQ6oqofL-TI4cj3sc;2025-11-28 18:55:03;"[""N04"",""N01"",""Q01""]";1;age-3;dv-6;by;;;1;1;;;41 - 60;Bayern;DE;Vorarlberg;5;6;5;6;2;6;6;6;0;2;5;5;6
Fu_wZl1arLD-Ei1uCItah1ADQ6oqofL-TI4cj3sc;3;Q01;2025-11-28 18:59:05;1;q01_sttall_f.mp3;reliable-3;kompetent-5;credible-6;sympatic-3;dialect-6;pleasant-2;natural-3;liked-3;aigen-7;easyunterrstand-3;uncomplicated-3;informed-6;attention-6;1;1;1;1;1;1;1;1;1;1;1;1;1;Fu_wZl1arLD-Ei1uCItah1ADQ6oqofL-TI4cj3sc;2025-11-28 18:55:03;"[""N04"",""N01"",""Q01""]";1;age-3;dv-6;by;;;1;;1;;41 - 60;Bayern;DE;Schweiz;2;4;5;2;5;1;2;2;6;2;2;5;5
fXG3T8bUdsyWtetipG6EpDViIdFvLOBUNBTze35C;1;N04;2025-12-12 17:02:27;1;n04_kartoffel_m.mp3;reliable-6;kompetent-5;credible-6;sympatic-5;dialect-4;pleasant-6;natural-5;liked-5;aigen-4;easyunterrstand-6;uncomplicated-6;informed-5;attention-3;1;1;2;1;0;1;2;1;0;2;1;1;1;fXG3T8bUdsyWtetipG6EpDViIdFvLOBUNBTze35C;2025-12-12 17:00:52;"[""N04"",""N01"",""Q01""]";1;age-2;dv-6;null;;1;;;;1;21 - 40;Ich m�chte nicht antworten.;null;Hochdeutsch;5;4;5;4;3;5;4;4;3;5;5;4;2
fXG3T8bUdsyWtetipG6EpDViIdFvLOBUNBTze35C;2;N01;2025-12-12 17:03:12;1;n01_kartoffel_f.mp3;reliable-5;kompetent-6;credible-6;sympatic-4;dialect-4;pleasant-5;natural-4;liked-5;aigen-5;easyunterrstand-6;uncomplicated-6;informed-5;attention-3;1;1;1;2;0;3;0;1;1;1;1;1;1;fXG3T8bUdsyWtetipG6EpDViIdFvLOBUNBTze35C;2025-12-12 17:00:52;"[""N04"",""N01"",""Q01""]";1;age-2;dv-6;null;;;1;;;1;21 - 40;Ich m�chte nicht antworten.;null;Hochdeutsch;4;5;5;3;3;4;3;4;4;5;5;4;2
fXG3T8bUdsyWtetipG6EpDViIdFvLOBUNBTze35C;3;Q01;2025-12-12 17:03:56;1;q01_kartoffel_m.mp3;reliable-5;kompetent-5;credible-5;sympatic-4;dialect-4;pleasant-5;natural-4;liked-4;aigen-4;easyunterrstand-7;uncomplicated-7;informed-5;attention-3;1;1;1;0;0;1;0;0;0;1;1;1;1;fXG3T8bUdsyWtetipG6EpDViIdFvLOBUNBTze35C;2025-12-12 17:00:52;"[""N04"",""N01"",""Q01""]";1;age-2;dv-6;null;;1;;;;1;21 - 40;Ich m�chte nicht antworten.;null;Hochdeutsch;4;4;4;3;3;4;3;3;3;6;6;4;2
FXHHYZGwv6NVD-zAOMEhVH--8cofsYQTP7123Osl;1;N04;2026-02-21 22:42:03;1;n04_sttall_f_v2.mp3;reliable-7;kompetent-7;credible-7;sympatic-7;dialect-7;pleasant-7;natural-7;liked-7;aigen-2;easyunterrstand-6;uncomplicated-7;informed-7;attention-7;1;1;1;1;1;1;1;1;1;2;1;1;1;FXHHYZGwv6NVD-zAOMEhVH--8cofsYQTP7123Osl;2026-02-21 22:41:12;"[""N04"",""Q01"",""N01""]";1;age-3;dv-7;vbg;;;1;;1;;41 - 60;Vorarlberg;AT;Schweiz;6;6;6;6;6;6;6;6;1;5;6;6;6
FXHHYZGwv6NVD-zAOMEhVH--8cofsYQTP7123Osl;2;Q01;2026-02-21 22:42:47;1;q01_vorarlbb_f_v2.mp3;reliable-7;kompetent-7;credible-7;sympatic-7;dialect-7;pleasant-7;natural-7;liked-7;aigen-1;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;1;1;1;1;1;1;1;1;1;FXHHYZGwv6NVD-zAOMEhVH--8cofsYQTP7123Osl;2026-02-21 22:41:12;"[""N04"",""Q01"",""N01""]";1;age-3;dv-7;vbg;;;1;1;;;41 - 60;Vorarlberg;AT;Vorarlberg;6;6;6;6;6;6;6;6;0;6;6;6;6
FXHHYZGwv6NVD-zAOMEhVH--8cofsYQTP7123Osl;3;N01;2026-02-21 22:43:16;1;n01_kartoffel_f.mp3;reliable-7;kompetent-7;credible-7;sympatic-7;dialect-7;pleasant-7;natural-7;liked-7;aigen-1;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;1;1;1;1;1;1;1;1;1;FXHHYZGwv6NVD-zAOMEhVH--8cofsYQTP7123Osl;2026-02-21 22:41:12;"[""N04"",""Q01"",""N01""]";1;age-3;dv-7;vbg;;;1;;;1;41 - 60;Vorarlberg;AT;Hochdeutsch;6;6;6;6;6;6;6;6;0;6;6;6;6
g2c6TI8wUDdAfwZTI7oU7VaX_tSiMRnjPk_wDXMO;1;N01;2026-02-24 07:49:46;1;n01_vorarlbb_f_v2.mp3;reliable-7;kompetent-7;credible-7;sympatic-6;dialect-7;pleasant-6;natural-6;liked-6;aigen-2;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;3;1;1;1;1;1;1;1;1;g2c6TI8wUDdAfwZTI7oU7VaX_tSiMRnjPk_wDXMO;2026-02-24 07:47:59;"[""N01"",""N04"",""Q01""]";1;age-4;dv-7;vbg;;;1;1;;;61 - 80;Vorarlberg;AT;Vorarlberg;6;6;6;5;6;5;5;5;1;6;6;6;6
g2c6TI8wUDdAfwZTI7oU7VaX_tSiMRnjPk_wDXMO;2;N04;2026-02-24 07:51:07;1;n04_vorarlbb_m_v2.mp3;reliable-4;kompetent-4;credible-4;sympatic-4;dialect-4;pleasant-3;natural-3;liked-2;aigen-6;easyunterrstand-3;uncomplicated-3;informed-3;attention-3;0;0;0;0;3;1;1;1;1;1;1;1;1;g2c6TI8wUDdAfwZTI7oU7VaX_tSiMRnjPk_wDXMO;2026-02-24 07:47:59;"[""N01"",""N04"",""Q01""]";1;age-4;dv-7;vbg;;1;;1;;;61 - 80;Vorarlberg;AT;Vorarlberg;3;3;3;3;3;2;2;1;5;2;2;2;2
g2c6TI8wUDdAfwZTI7oU7VaX_tSiMRnjPk_wDXMO;3;Q01;2026-02-24 07:51:55;1;q01_vorarlbb_f_v2.mp3;reliable-1;kompetent-1;credible-1;sympatic-1;dialect-1;pleasant-4;natural-3;liked-2;aigen-2;easyunterrstand-2;uncomplicated-2;informed-2;attention-2;1;1;1;1;1;2;1;1;1;1;1;1;1;g2c6TI8wUDdAfwZTI7oU7VaX_tSiMRnjPk_wDXMO;2026-02-24 07:47:59;"[""N01"",""N04"",""Q01""]";1;age-4;dv-7;vbg;;;1;1;;;61 - 80;Vorarlberg;AT;Vorarlberg;0;0;0;0;0;3;2;1;1;1;1;1;1
GvlwwzBljoF0GB3uI6KX0mLpUCDIyR-fPrwxvL7o;1;N04;2026-02-19 13:12:57;5;n04_sttall_f_v2.mp3;reliable-2;kompetent-2;credible-2;sympatic-4;dialect-1;pleasant-4;natural-1;liked-1;aigen-7;easyunterrstand-2;uncomplicated-4;informed-4;attention-2;2;1;1;0;3;0;1;1;2;1;0;0;2;GvlwwzBljoF0GB3uI6KX0mLpUCDIyR-fPrwxvL7o;2026-02-19 13:08:22;"[""N04"",""N01"",""Q01""]";1;age-4;dv-7;vbg;;;1;;1;;61 - 80;Vorarlberg;AT;Schweiz;1;1;1;3;0;3;0;0;6;1;3;3;1
GvlwwzBljoF0GB3uI6KX0mLpUCDIyR-fPrwxvL7o;2;N01;2026-02-19 13:14:58;3;n01_kartoffel_f.mp3;reliable-1;kompetent-1;credible-1;sympatic-1;dialect-1;pleasant-3;natural-1;liked-1;aigen-7;easyunterrstand-2;uncomplicated-3;informed-3;attention-2;1;1;1;1;1;1;1;1;1;1;1;1;1;GvlwwzBljoF0GB3uI6KX0mLpUCDIyR-fPrwxvL7o;2026-02-19 13:08:22;"[""N04"",""N01"",""Q01""]";1;age-4;dv-7;vbg;;;1;;;1;61 - 80;Vorarlberg;AT;Hochdeutsch;0;0;0;0;0;2;0;0;6;1;2;2;1
GvlwwzBljoF0GB3uI6KX0mLpUCDIyR-fPrwxvL7o;3;Q01;2026-02-19 13:18:18;5;q01_vorarlbb_f_v3.mp3;reliable-5;kompetent-5;credible-5;sympatic-5;dialect-3;pleasant-6;natural-6;liked-6;aigen-4;easyunterrstand-6;uncomplicated-6;informed-6;attention-4;1;1;1;2;3;2;1;1;3;1;1;1;0;GvlwwzBljoF0GB3uI6KX0mLpUCDIyR-fPrwxvL7o;2026-02-19 13:08:22;"[""N04"",""N01"",""Q01""]";1;age-4;dv-7;vbg;;1;;1;;;61 - 80;Vorarlberg;AT;Vorarlberg;4;4;4;4;2;5;5;5;3;5;5;5;3
GZf5E5CaE21dyxTivDOcyyjOE9-m-8cCjVWi_sNC;1;N04;2026-02-18 10:27:30;1;n04_kartoffel_m.mp3;reliable-1;kompetent-2;credible-1;sympatic-1;dialect-1;pleasant-2;natural-1;liked-1;aigen-7;easyunterrstand-6;uncomplicated-3;informed-2;attention-2;1;1;1;1;1;1;1;1;1;1;1;1;1;GZf5E5CaE21dyxTivDOcyyjOE9-m-8cCjVWi_sNC;2026-02-18 10:26:11;"[""N04"",""N01"",""Q01""]";1;age-3;dv-7;bw;;1;;;;1;41 - 60;Baden-W�rttemberg;DE;Hochdeutsch;0;1;0;0;0;1;0;0;6;5;2;1;1
GZf5E5CaE21dyxTivDOcyyjOE9-m-8cCjVWi_sNC;2;N01;2026-02-18 10:28:16;1;n01_sttall_f.mp3;reliable-2;kompetent-2;credible-1;sympatic-1;dialect-2;pleasant-1;natural-1;liked-1;aigen-7;easyunterrstand-5;uncomplicated-3;informed-3;attention-2;1;1;1;1;1;1;1;1;1;1;1;1;1;GZf5E5CaE21dyxTivDOcyyjOE9-m-8cCjVWi_sNC;2026-02-18 10:26:11;"[""N04"",""N01"",""Q01""]";1;age-3;dv-7;bw;;;1;;1;;41 - 60;Baden-W�rttemberg;DE;Schweiz;1;1;0;0;1;0;0;0;6;4;2;2;1
GZf5E5CaE21dyxTivDOcyyjOE9-m-8cCjVWi_sNC;3;Q01;2026-02-18 10:29:51;2;q01_sttall_m.mp3;reliable-4;kompetent-2;credible-2;sympatic-3;dialect-6;pleasant-5;natural-2;liked-2;aigen-2;easyunterrstand-6;uncomplicated-6;informed-2;attention-4;0;1;1;1;1;1;1;1;1;1;1;1;0;GZf5E5CaE21dyxTivDOcyyjOE9-m-8cCjVWi_sNC;2026-02-18 10:26:11;"[""N04"",""N01"",""Q01""]";1;age-3;dv-7;bw;;1;;;1;;41 - 60;Baden-W�rttemberg;DE;Schweiz;3;1;1;2;5;4;1;1;1;5;5;1;3
H3E4yraddKHBX4nx132lWhSf6eXiOiOv-weXG-f4;1;N01;2025-11-28 20:48:19;1;n01_vorarlbb_f_v2.mp3;reliable-6;kompetent-7;credible-7;sympatic-7;dialect-6;pleasant-6;natural-5;liked-4;aigen-6;easyunterrstand-6;uncomplicated-5;informed-6;attention-5;1;1;1;1;1;1;1;0;1;1;1;1;1;H3E4yraddKHBX4nx132lWhSf6eXiOiOv-weXG-f4;2025-11-28 20:46:37;"[""N01"",""N04"",""Q01""]";1;age-3;dv-7;li;;;1;1;;;41 - 60;Liechtenstein;LI;Vorarlberg;5;6;6;6;5;5;4;3;5;5;4;5;4
H3E4yraddKHBX4nx132lWhSf6eXiOiOv-weXG-f4;2;N04;2025-11-28 20:49:31;1;n04_sttall_m_v2.mp3;reliable-6;kompetent-5;credible-5;sympatic-4;dialect-4;pleasant-5;natural-3;liked-5;aigen-7;easyunterrstand-5;uncomplicated-5;informed-5;attention-3;1;1;1;0;3;1;1;1;1;1;1;1;1;H3E4yraddKHBX4nx132lWhSf6eXiOiOv-weXG-f4;2025-11-28 20:46:37;"[""N01"",""N04"",""Q01""]";1;age-3;dv-7;li;;1;;;1;;41 - 60;Liechtenstein;LI;Schweiz;5;4;4;3;3;4;2;4;6;4;4;4;2
